Geneid,Length,Description
TRINITY_DN251278_c0_g1_i1,365,NA
TRINITY_DN207472_c2_g1_i1,365,NA
TRINITY_DN240447_c0_g1_i1,365,NA
TRINITY_DN76719_c0_g1_i1,365,NA
TRINITY_DN174306_c0_g1_i1,365,NA
TRINITY_DN172659_c1_g1_i1,365,NA
TRINITY_DN278249_c0_g1_i1,365,NA
TRINITY_DN263663_c0_g1_i1,365,NA
TRINITY_DN309126_c0_g1_i1,365,NA
TRINITY_DN150860_c0_g1_i1,365,NA
TRINITY_DN309881_c0_g1_i1,364,NA
TRINITY_DN72182_c0_g1_i1,364,NA
TRINITY_DN241486_c0_g1_i1,364,NA
TRINITY_DN201287_c2_g2_i2,364,NA
TRINITY_DN136363_c0_g1_i1,364,LINE-1 reverse transcriptase homolog
TRINITY_DN286196_c0_g1_i1,364,NA
TRINITY_DN218276_c3_g4_i1,364,NA
TRINITY_DN285165_c0_g1_i1,364,NA
TRINITY_DN226652_c0_g1_i1,364,NA
TRINITY_DN212589_c0_g1_i1,364,NA
TRINITY_DN220991_c0_g1_i1,364,NA
TRINITY_DN131956_c0_g1_i1,364,NA
TRINITY_DN80550_c0_g1_i1,364,NA
TRINITY_DN169135_c2_g1_i1,364,NANOG neighbor homeobox
TRINITY_DN137272_c0_g1_i1,364,NA
TRINITY_DN207228_c1_g4_i1,364,NA
TRINITY_DN211293_c0_g1_i1,364,tRNA (cytosine(34)-C(5))-methyltransferase
TRINITY_DN216019_c1_g6_i1,364,NA
TRINITY_DN66691_c0_g1_i1,364,NA
TRINITY_DN157984_c0_g1_i1,364,NA
TRINITY_DN275171_c0_g1_i1,364,NA
TRINITY_DN296455_c0_g1_i1,364,NA
TRINITY_DN312031_c0_g1_i1,364,NA
TRINITY_DN305770_c0_g1_i1,364,NA
TRINITY_DN89977_c0_g1_i1,364,NA
TRINITY_DN191414_c11_g2_i1,364,NA
TRINITY_DN235359_c0_g1_i1,364,NA
TRINITY_DN288529_c0_g1_i1,364,NA
TRINITY_DN221075_c0_g1_i1,364,NA
TRINITY_DN273500_c0_g1_i1,364,NA
TRINITY_DN189856_c8_g1_i1,364,NA
TRINITY_DN275108_c0_g1_i1,364,NA
TRINITY_DN280524_c0_g1_i1,364,P2Y purinoceptor 4
TRINITY_DN64582_c0_g1_i1,364,NA
TRINITY_DN142098_c0_g1_i1,364,NA
TRINITY_DN217450_c2_g3_i1,364,NA
TRINITY_DN136439_c0_g1_i1,364,NA
TRINITY_DN309541_c0_g1_i1,364,NA
TRINITY_DN189013_c8_g2_i1,364,UPF0764 protein C16orf89
TRINITY_DN219835_c0_g1_i1,364,NA
TRINITY_DN303730_c0_g1_i1,364,Bifunctional cytochrome P450/NADPH--P450 reductase
TRINITY_DN146193_c0_g1_i1,364,NA
TRINITY_DN181091_c0_g1_i1,364,NA
TRINITY_DN313107_c0_g1_i1,364,NA
TRINITY_DN194142_c10_g1_i1,364,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN259346_c0_g1_i1,364,NA
TRINITY_DN187381_c14_g1_i1,364,NA
TRINITY_DN190136_c10_g1_i1,364,NA
TRINITY_DN260099_c0_g1_i1,364,NA
TRINITY_DN150046_c1_g1_i1,364,Nucleoid occlusion factor SlmA
TRINITY_DN230279_c0_g1_i1,364,NA
TRINITY_DN243760_c0_g1_i1,364,Homoserine dehydrogenase
TRINITY_DN166220_c0_g1_i1,364,NA
TRINITY_DN61870_c0_g1_i1,364,NA
TRINITY_DN244778_c0_g1_i1,364,NA
TRINITY_DN200188_c2_g2_i2,364,NA
TRINITY_DN272826_c0_g1_i1,364,NA
TRINITY_DN259862_c0_g1_i1,364,NA
TRINITY_DN111637_c0_g1_i1,364,NA
TRINITY_DN280857_c0_g1_i1,364,NA
TRINITY_DN269671_c0_g1_i1,364,NA
TRINITY_DN263695_c0_g1_i1,363,NA
TRINITY_DN264428_c0_g1_i1,363,NA
TRINITY_DN229399_c0_g1_i1,363,NA
TRINITY_DN187421_c4_g1_i1,363,Tigger transposable element-derived protein 1
TRINITY_DN202011_c6_g1_i1,363,NA
TRINITY_DN236132_c0_g1_i1,363,NA
TRINITY_DN252410_c0_g1_i1,363,NA
TRINITY_DN242319_c0_g1_i1,363,NA
TRINITY_DN193108_c6_g1_i1,363,NA
TRINITY_DN190208_c2_g1_i1,363,NA
TRINITY_DN189307_c9_g2_i1,363,NA
TRINITY_DN36012_c0_g1_i1,363,NA
TRINITY_DN291308_c0_g1_i1,363,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN247295_c0_g1_i1,363,NA
TRINITY_DN238346_c0_g1_i1,363,NA
TRINITY_DN207063_c0_g2_i2,363,NA
TRINITY_DN137357_c0_g1_i1,363,NA
TRINITY_DN68975_c0_g1_i1,363,NA
TRINITY_DN237144_c0_g1_i1,363,NA
TRINITY_DN278790_c0_g1_i1,363,NA
TRINITY_DN305875_c0_g1_i1,363,NA
TRINITY_DN48258_c0_g1_i1,363,DNA (cytosine-5)-methyltransferase 1
TRINITY_DN38359_c0_g1_i1,363,NA
TRINITY_DN280529_c0_g1_i1,363,NA
TRINITY_DN216873_c2_g2_i1,363,NA
TRINITY_DN273291_c0_g1_i1,363,NA
TRINITY_DN253662_c0_g1_i1,363,NA
TRINITY_DN191926_c7_g2_i1,363,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN141630_c0_g1_i1,363,NA
TRINITY_DN301950_c0_g1_i1,363,NA
TRINITY_DN236046_c0_g1_i1,363,NA
TRINITY_DN287381_c0_g1_i1,363,NA
TRINITY_DN273336_c0_g1_i1,363,NA
TRINITY_DN221170_c0_g1_i1,363,NA
TRINITY_DN103862_c0_g1_i1,363,NA
TRINITY_DN28_c0_g1_i1,363,NA
TRINITY_DN268749_c0_g1_i1,363,NA
TRINITY_DN297481_c0_g1_i1,363,Afamin
TRINITY_DN233559_c0_g1_i1,363,NA
TRINITY_DN227628_c0_g1_i1,363,NA
TRINITY_DN261382_c0_g1_i1,363,NA
TRINITY_DN56496_c0_g1_i1,363,NA
TRINITY_DN276908_c0_g1_i1,363,NA
TRINITY_DN190099_c10_g1_i1,363,NA
TRINITY_DN34954_c0_g1_i1,363,NA
TRINITY_DN165849_c0_g1_i1,363,NA
TRINITY_DN243580_c0_g1_i1,363,NA
TRINITY_DN273802_c0_g1_i1,363,NA
TRINITY_DN309351_c0_g1_i1,363,NA
TRINITY_DN179949_c0_g1_i1,363,"Ornithine aminotransferase, mitochondrial"
TRINITY_DN188815_c11_g1_i2,363,NA
TRINITY_DN273411_c0_g1_i1,363,NA
TRINITY_DN216312_c3_g5_i1,363,NA
TRINITY_DN193659_c3_g1_i1,363,NA
TRINITY_DN154474_c0_g1_i1,363,NA
TRINITY_DN107942_c0_g1_i1,363,NA
TRINITY_DN254101_c0_g1_i1,363,Protein mab-21-like 2
TRINITY_DN227119_c0_g1_i1,363,NA
TRINITY_DN305750_c0_g1_i1,363,NA
TRINITY_DN86253_c0_g1_i1,362,Probable aminopeptidase NPEPL1
TRINITY_DN277719_c0_g1_i1,362,NA
TRINITY_DN144851_c0_g1_i1,362,NA
TRINITY_DN209810_c7_g4_i1,362,NA
TRINITY_DN187717_c4_g1_i1,362,NA
TRINITY_DN188508_c13_g1_i1,362,NA
TRINITY_DN203937_c0_g1_i1,362,NA
TRINITY_DN252298_c0_g1_i1,362,NA
TRINITY_DN281735_c0_g1_i1,362,NA
TRINITY_DN139825_c0_g1_i1,362,NA
TRINITY_DN247765_c0_g1_i1,362,NA
TRINITY_DN187512_c16_g1_i1,362,NA
TRINITY_DN209510_c0_g1_i1,362,NA
TRINITY_DN225093_c0_g1_i1,362,NA
TRINITY_DN135520_c1_g1_i1,362,NA
TRINITY_DN237394_c0_g1_i1,362,NA
TRINITY_DN308458_c0_g1_i1,362,NA
TRINITY_DN192565_c6_g1_i1,362,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN193448_c0_g2_i1,362,NA
TRINITY_DN267606_c0_g1_i1,362,NA
TRINITY_DN96360_c0_g1_i1,362,Leucine-rich alpha-2-glycoprotein
TRINITY_DN306500_c0_g1_i1,362,40S ribosomal protein S23
TRINITY_DN28847_c0_g1_i1,362,Sulfite exporter TauE/SafE family protein 1
TRINITY_DN232486_c0_g1_i1,362,NA
TRINITY_DN250264_c0_g1_i1,362,NA
TRINITY_DN311629_c0_g1_i1,362,NA
TRINITY_DN278934_c0_g1_i1,362,NA
TRINITY_DN54361_c0_g1_i1,362,NA
TRINITY_DN205186_c0_g2_i1,362,Secologanin synthase
TRINITY_DN256518_c0_g1_i1,362,Multifunctional conjugation protein TraI
TRINITY_DN287102_c0_g1_i1,362,NA
TRINITY_DN263809_c0_g1_i1,362,NA
TRINITY_DN76892_c0_g1_i1,362,NA
TRINITY_DN281637_c0_g1_i1,362,NA
TRINITY_DN238915_c0_g1_i1,362,NA
TRINITY_DN90081_c0_g1_i1,362,NA
TRINITY_DN194887_c0_g5_i1,362,NA
TRINITY_DN134848_c0_g1_i1,362,NA
TRINITY_DN121039_c0_g1_i1,362,NA
TRINITY_DN251021_c0_g1_i1,362,NA
TRINITY_DN191789_c1_g1_i1,362,NA
TRINITY_DN160519_c0_g1_i1,362,NA
TRINITY_DN250647_c0_g1_i1,362,NA
TRINITY_DN58027_c0_g1_i1,362,NA
TRINITY_DN226076_c0_g1_i1,362,NA
TRINITY_DN237248_c0_g1_i1,362,Coatomer subunit alpha
TRINITY_DN205830_c1_g2_i1,362,NA
TRINITY_DN107133_c0_g1_i1,362,NA
TRINITY_DN252105_c0_g1_i1,362,NA
TRINITY_DN213063_c0_g1_i1,362,NA
TRINITY_DN121588_c0_g1_i1,362,NA
TRINITY_DN217692_c2_g1_i1,362,Non-seed lectin
TRINITY_DN258319_c0_g1_i1,362,NA
TRINITY_DN147198_c0_g1_i1,362,NA
TRINITY_DN264405_c0_g1_i1,362,NA
TRINITY_DN204897_c0_g1_i1,361,NA
TRINITY_DN94905_c0_g1_i1,361,NA
TRINITY_DN95231_c0_g1_i1,361,Succinate dehydrogenase iron-sulfur subunit
TRINITY_DN242440_c0_g1_i1,361,Kinesin-like protein KIN-14A
TRINITY_DN265510_c0_g1_i1,361,NA
TRINITY_DN15552_c0_g1_i1,361,NA
TRINITY_DN285660_c0_g1_i1,361,NA
TRINITY_DN313383_c0_g1_i1,361,NA
TRINITY_DN136208_c0_g1_i1,361,NA
TRINITY_DN302458_c0_g1_i1,361,NA
TRINITY_DN308661_c0_g1_i1,361,NA
TRINITY_DN249260_c0_g1_i1,361,NA
TRINITY_DN210897_c3_g1_i1,361,NA
TRINITY_DN187737_c11_g1_i2,361,Zinc finger protein ENSP00000375192
TRINITY_DN234237_c0_g1_i1,361,NA
TRINITY_DN207154_c0_g8_i1,361,NA
TRINITY_DN292157_c0_g1_i1,361,NA
TRINITY_DN266746_c0_g1_i1,361,NA
TRINITY_DN245114_c0_g1_i1,361,NA
TRINITY_DN205867_c0_g5_i1,361,NA
TRINITY_DN208808_c1_g2_i1,361,NA
TRINITY_DN197962_c1_g1_i1,361,NA
TRINITY_DN200984_c0_g4_i1,361,NA
TRINITY_DN104458_c0_g1_i1,361,Myomegalin
TRINITY_DN67977_c0_g1_i1,361,NA
TRINITY_DN199954_c0_g1_i1,361,NA
TRINITY_DN20417_c0_g1_i1,361,NA
TRINITY_DN202227_c0_g1_i1,361,NA
TRINITY_DN289966_c0_g1_i1,361,Glycine dehydrogenase (decarboxylating)
TRINITY_DN125432_c0_g1_i1,361,NA
TRINITY_DN87798_c0_g1_i1,361,NA
TRINITY_DN74335_c0_g1_i1,361,NA
TRINITY_DN265109_c0_g1_i1,361,NA
TRINITY_DN199356_c1_g4_i1,361,NA
TRINITY_DN259211_c0_g1_i1,361,NA
TRINITY_DN232727_c0_g1_i1,361,NA
TRINITY_DN251393_c0_g1_i1,361,NA
TRINITY_DN55075_c0_g1_i1,361,NA
TRINITY_DN234743_c0_g1_i1,361,NA
TRINITY_DN229626_c0_g1_i1,361,NA
TRINITY_DN135693_c0_g1_i1,361,Protein kinase C-binding protein NELL1
TRINITY_DN205560_c3_g1_i1,361,NA
TRINITY_DN190793_c4_g1_i1,361,NA
TRINITY_DN302407_c0_g1_i1,361,"Serine hydroxymethyltransferase, cytosolic"
TRINITY_DN187744_c0_g1_i1,361,NA
TRINITY_DN173660_c0_g1_i1,361,NA
TRINITY_DN256931_c0_g1_i1,361,Pyruvate kinase
TRINITY_DN258052_c0_g1_i1,361,NA
TRINITY_DN211182_c0_g3_i2,361,NA
TRINITY_DN203596_c1_g1_i1,361,NA
TRINITY_DN253641_c0_g1_i1,361,NA
TRINITY_DN227771_c0_g1_i1,361,NA
TRINITY_DN266632_c0_g1_i1,361,NA
TRINITY_DN276263_c0_g1_i1,361,NA
TRINITY_DN2705_c0_g1_i1,361,NA
TRINITY_DN271744_c0_g1_i1,361,NA
TRINITY_DN187421_c18_g1_i1,361,NA
TRINITY_DN75191_c0_g1_i1,361,NA
TRINITY_DN261353_c0_g1_i1,361,NA
TRINITY_DN195052_c1_g1_i2,361,NA
TRINITY_DN195731_c0_g6_i1,361,NA
TRINITY_DN189953_c10_g3_i1,361,NA
TRINITY_DN224542_c0_g1_i1,361,NA
TRINITY_DN198464_c0_g1_i1,361,NA
TRINITY_DN206914_c0_g2_i1,361,NA
TRINITY_DN232450_c0_g1_i1,361,NA
TRINITY_DN218097_c2_g4_i1,361,NA
TRINITY_DN194064_c0_g2_i1,361,NA
TRINITY_DN160125_c0_g1_i1,361,NA
TRINITY_DN184606_c0_g1_i1,361,NA
TRINITY_DN304888_c0_g1_i1,361,NA
TRINITY_DN194542_c12_g1_i1,361,NA
TRINITY_DN313014_c0_g1_i1,361,NA
TRINITY_DN27055_c0_g1_i1,361,NA
TRINITY_DN267894_c0_g1_i1,361,NA
TRINITY_DN189514_c7_g2_i1,361,NA
TRINITY_DN303505_c0_g1_i1,361,NA
TRINITY_DN303171_c0_g1_i1,361,NA
TRINITY_DN1657_c0_g1_i1,360,NA
TRINITY_DN309181_c0_g1_i1,360,NA
TRINITY_DN273848_c0_g1_i1,360,NA
TRINITY_DN227658_c0_g1_i1,360,NA
TRINITY_DN296415_c0_g1_i1,360,NA
TRINITY_DN197169_c1_g2_i1,360,NA
TRINITY_DN187031_c0_g1_i1,360,NA
TRINITY_DN199121_c2_g2_i1,360,NA
TRINITY_DN80141_c0_g1_i1,360,NA
TRINITY_DN291902_c0_g1_i1,360,NA
TRINITY_DN278078_c0_g1_i1,360,NA
TRINITY_DN276245_c0_g1_i1,360,NA
TRINITY_DN195810_c0_g1_i1,360,NA
TRINITY_DN52834_c0_g1_i1,360,NA
TRINITY_DN307696_c0_g1_i1,360,NA
TRINITY_DN216989_c2_g1_i1,360,NA
TRINITY_DN241858_c0_g1_i1,360,NA
TRINITY_DN210668_c0_g3_i1,360,Calmodulin
TRINITY_DN270844_c0_g1_i1,360,NA
TRINITY_DN118057_c0_g1_i1,360,NA
TRINITY_DN131289_c0_g1_i1,360,NA
TRINITY_DN202438_c1_g4_i1,360,NA
TRINITY_DN264877_c0_g1_i1,360,NA
TRINITY_DN304820_c0_g1_i1,360,NA
TRINITY_DN260072_c0_g1_i1,360,NA
TRINITY_DN266489_c0_g1_i1,360,NA
TRINITY_DN194650_c2_g4_i1,360,NA
TRINITY_DN219296_c0_g1_i1,360,NA
TRINITY_DN215494_c0_g1_i1,360,Probable carboxylesterase 1
TRINITY_DN199112_c1_g3_i1,360,Probable LRR receptor-like serine/threonine-protein kinase At3g47570
TRINITY_DN198151_c2_g5_i1,360,NA
TRINITY_DN9218_c0_g1_i1,360,NA
TRINITY_DN189701_c9_g1_i1,360,Tigger transposable element-derived protein 1
TRINITY_DN194180_c0_g1_i1,360,NA
TRINITY_DN305930_c0_g1_i1,360,NA
TRINITY_DN75233_c0_g2_i1,360,NA
TRINITY_DN134679_c0_g1_i1,360,NA
TRINITY_DN197400_c0_g1_i1,360,NA
TRINITY_DN192112_c8_g1_i1,360,NA
TRINITY_DN288538_c0_g1_i1,360,NA
TRINITY_DN19459_c0_g1_i1,360,NA
TRINITY_DN292613_c0_g1_i1,360,NA
TRINITY_DN71967_c0_g1_i1,360,NA
TRINITY_DN251968_c0_g1_i1,360,NA
TRINITY_DN198667_c0_g2_i1,360,Calcium/calmodulin-regulated receptor-like kinase 1
TRINITY_DN108373_c0_g1_i1,360,NA
TRINITY_DN306632_c0_g1_i1,360,NA
TRINITY_DN256867_c0_g1_i1,360,NA
TRINITY_DN152432_c0_g1_i1,360,NA
TRINITY_DN204822_c2_g7_i1,360,NA
TRINITY_DN271407_c0_g1_i1,360,Putative metallo-hydrolase YycJ
TRINITY_DN231813_c0_g1_i1,360,Probable cation-transporting ATPase 13A4
TRINITY_DN260354_c0_g1_i1,360,NA
TRINITY_DN226522_c0_g1_i1,360,NA
TRINITY_DN201974_c0_g5_i2,360,NA
TRINITY_DN286311_c0_g1_i1,360,NA
TRINITY_DN257934_c0_g1_i1,360,NA
TRINITY_DN144489_c0_g1_i1,360,Replicative DNA helicase
TRINITY_DN199617_c5_g1_i1,360,NA
TRINITY_DN253150_c0_g1_i1,360,NA
TRINITY_DN272100_c0_g1_i1,360,NA
TRINITY_DN81766_c0_g1_i1,359,NA
TRINITY_DN226858_c0_g1_i1,359,NA
TRINITY_DN207461_c3_g1_i2,359,NA
TRINITY_DN311731_c0_g1_i1,359,NA
TRINITY_DN181981_c0_g2_i1,359,NA
TRINITY_DN153537_c0_g1_i1,359,NA
TRINITY_DN99646_c0_g1_i1,359,NA
TRINITY_DN187490_c16_g1_i1,359,NA
TRINITY_DN143493_c0_g1_i1,359,NA
TRINITY_DN295058_c0_g1_i1,359,NA
TRINITY_DN18901_c0_g1_i1,359,Ribonuclease VapC2
TRINITY_DN166592_c0_g1_i1,359,NA
TRINITY_DN251089_c0_g1_i1,359,NA
TRINITY_DN306280_c0_g1_i1,359,Cytoplasmic aconitate hydratase
TRINITY_DN129391_c0_g1_i1,359,NA
TRINITY_DN232856_c0_g1_i1,359,Elongator complex protein 3
TRINITY_DN194744_c0_g3_i2,359,NA
TRINITY_DN191326_c8_g1_i1,359,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN303906_c0_g1_i1,359,NA
TRINITY_DN224453_c0_g1_i1,359,NA
TRINITY_DN189591_c9_g1_i1,359,NA
TRINITY_DN195095_c10_g1_i1,359,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN313519_c0_g1_i1,359,NA
TRINITY_DN212760_c0_g3_i1,359,NA
TRINITY_DN237157_c0_g1_i1,359,NA
TRINITY_DN196236_c0_g1_i1,359,LINE-1 retrotransposable element ORF1 protein
TRINITY_DN161690_c0_g1_i1,359,NA
TRINITY_DN20650_c0_g1_i1,359,Coatomer subunit beta'
TRINITY_DN194369_c1_g1_i1,359,NA
TRINITY_DN240957_c0_g1_i1,359,NA
TRINITY_DN258488_c0_g1_i1,359,NA
TRINITY_DN194719_c1_g3_i1,359,NA
TRINITY_DN189324_c12_g1_i1,359,Protein fantom
TRINITY_DN272867_c0_g1_i1,359,NA
TRINITY_DN217799_c1_g1_i1,359,NA
TRINITY_DN301211_c0_g1_i1,359,T-cell differentiation antigen CD6
TRINITY_DN227204_c0_g1_i1,359,NA
TRINITY_DN188904_c12_g1_i1,359,Putative uncharacterized protein encoded by LINC00596
TRINITY_DN478_c0_g1_i1,359,NA
TRINITY_DN213537_c0_g3_i1,359,NA
TRINITY_DN174081_c0_g2_i1,359,NA
TRINITY_DN28749_c0_g1_i1,359,NA
TRINITY_DN214121_c1_g6_i1,359,NA
TRINITY_DN244128_c0_g1_i1,359,Ras-related protein Rab-44
TRINITY_DN282334_c0_g1_i1,359,NA
TRINITY_DN221879_c0_g1_i1,359,NA
TRINITY_DN304703_c0_g1_i1,359,NA
TRINITY_DN288850_c0_g1_i1,359,Chromodomain-helicase-DNA-binding protein 4
TRINITY_DN173745_c1_g2_i1,359,Nitrogen fixation protein FixG
TRINITY_DN249353_c0_g1_i1,359,NA
TRINITY_DN94085_c0_g1_i1,359,NA
TRINITY_DN175425_c1_g1_i1,359,NA
TRINITY_DN230615_c0_g1_i1,359,NA
TRINITY_DN216900_c1_g5_i1,359,NA
TRINITY_DN188911_c0_g1_i1,359,NA
TRINITY_DN299917_c0_g1_i1,359,NA
TRINITY_DN188207_c1_g1_i1,359,NA
TRINITY_DN261384_c0_g1_i1,359,NA
TRINITY_DN178795_c0_g1_i1,359,NA
TRINITY_DN211212_c0_g3_i1,359,NA
TRINITY_DN210653_c0_g2_i1,359,NA
TRINITY_DN192699_c8_g1_i1,359,NA
TRINITY_DN102580_c0_g1_i1,359,NA
TRINITY_DN266482_c0_g1_i1,359,Sulfatase-modifying factor 2
TRINITY_DN236616_c0_g1_i1,359,NA
TRINITY_DN299244_c0_g1_i1,358,NA
TRINITY_DN302384_c0_g1_i1,358,NA
TRINITY_DN240606_c0_g1_i1,358,NA
TRINITY_DN272568_c0_g1_i1,358,NA
TRINITY_DN249720_c0_g1_i1,358,NA
TRINITY_DN295786_c0_g1_i1,358,NA
TRINITY_DN191849_c10_g3_i1,358,NA
TRINITY_DN226163_c0_g1_i1,358,NA
TRINITY_DN223356_c0_g1_i1,358,NA
TRINITY_DN192155_c22_g1_i1,358,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN225689_c0_g1_i1,358,Spermatogenesis-associated protein 5-like protein 1
TRINITY_DN274923_c0_g1_i1,358,NA
TRINITY_DN257121_c0_g1_i1,358,NA
TRINITY_DN213275_c0_g4_i1,358,NA
TRINITY_DN304341_c0_g1_i1,358,NA
TRINITY_DN278008_c0_g1_i1,358,NA
TRINITY_DN312161_c0_g1_i1,358,NA
TRINITY_DN37068_c0_g1_i1,358,NA
TRINITY_DN247245_c0_g1_i1,358,NA
TRINITY_DN257259_c0_g1_i1,358,NA
TRINITY_DN203734_c2_g1_i1,358,NA
TRINITY_DN303699_c0_g1_i1,358,NA
TRINITY_DN146927_c0_g1_i1,358,Metallo-beta-lactamase domain-containing protein 2
TRINITY_DN173124_c0_g1_i1,358,NA
TRINITY_DN93566_c0_g1_i1,358,NA
TRINITY_DN297184_c0_g1_i1,358,NA
TRINITY_DN188442_c14_g1_i1,358,NA
TRINITY_DN282938_c0_g1_i1,358,NA
TRINITY_DN90020_c0_g1_i1,358,NA
TRINITY_DN181003_c0_g1_i1,358,NA
TRINITY_DN304422_c0_g1_i1,358,NA
TRINITY_DN177824_c0_g1_i1,358,NA
TRINITY_DN301667_c0_g1_i1,358,NA
TRINITY_DN276118_c0_g1_i1,358,NA
TRINITY_DN72445_c0_g1_i1,358,NA
TRINITY_DN182648_c0_g1_i1,358,NA
TRINITY_DN57468_c0_g1_i1,358,NA
TRINITY_DN192608_c2_g1_i1,358,NA
TRINITY_DN14383_c0_g1_i1,358,NA
TRINITY_DN248237_c0_g1_i1,358,Camphor 5-monooxygenase
TRINITY_DN310517_c0_g1_i1,358,NA
TRINITY_DN292632_c0_g1_i1,358,Uncharacterized amino acid permease YdaO
TRINITY_DN77951_c0_g1_i1,358,NA
TRINITY_DN205961_c0_g1_i1,358,Putative phospholipid-transporting ATPase 9
TRINITY_DN243244_c0_g1_i1,358,NA
TRINITY_DN258450_c0_g1_i1,358,NA
TRINITY_DN290607_c0_g1_i1,358,"1,4-alpha-glucan branching enzyme GlgB"
TRINITY_DN281138_c0_g1_i1,358,NA
TRINITY_DN211107_c0_g4_i1,358,NA
TRINITY_DN208208_c1_g5_i1,358,NA
TRINITY_DN297760_c0_g1_i1,358,NA
TRINITY_DN298005_c0_g1_i1,358,NA
TRINITY_DN195700_c15_g1_i1,358,NA
TRINITY_DN281887_c0_g1_i1,358,NA
TRINITY_DN201771_c0_g2_i1,358,NA
TRINITY_DN309475_c0_g1_i1,358,NA
TRINITY_DN165188_c0_g1_i1,358,NA
TRINITY_DN116473_c0_g1_i1,358,NA
TRINITY_DN175719_c0_g1_i1,358,Ethanolamine ammonia-lyase heavy chain
TRINITY_DN293578_c0_g1_i1,358,NA
TRINITY_DN197087_c12_g1_i1,358,NA
TRINITY_DN152034_c0_g1_i1,358,Importin subunit alpha-1
TRINITY_DN239775_c0_g1_i1,358,Probable transcriptional regulatory protein SilR
TRINITY_DN231423_c0_g1_i1,358,NA
TRINITY_DN191774_c7_g1_i1,358,NA
TRINITY_DN29757_c0_g1_i1,358,NA
TRINITY_DN150422_c0_g1_i1,357,NA
TRINITY_DN274250_c0_g1_i1,357,NA
TRINITY_DN168828_c0_g1_i1,357,NA
TRINITY_DN312_c0_g1_i1,357,NA
TRINITY_DN155607_c0_g1_i1,357,NA
TRINITY_DN307959_c0_g1_i1,357,NA
TRINITY_DN288194_c0_g1_i1,357,NA
TRINITY_DN253131_c0_g1_i1,357,NA
TRINITY_DN150774_c0_g1_i1,357,NA
TRINITY_DN221192_c0_g1_i1,357,Uptake hydrogenase large subunit
TRINITY_DN309654_c0_g1_i1,357,NA
TRINITY_DN244498_c0_g1_i1,357,NA
TRINITY_DN231871_c0_g1_i1,357,NA
TRINITY_DN269939_c0_g1_i1,357,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
TRINITY_DN98580_c0_g1_i1,357,NA
TRINITY_DN260946_c0_g1_i1,357,NA
TRINITY_DN187944_c12_g1_i1,357,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN214380_c1_g2_i1,357,NA
TRINITY_DN205844_c3_g2_i1,357,NA
TRINITY_DN300762_c0_g1_i1,357,NA
TRINITY_DN225997_c0_g1_i1,357,NA
TRINITY_DN299614_c0_g1_i1,357,NA
TRINITY_DN82107_c0_g1_i1,357,NA
TRINITY_DN188568_c16_g1_i1,357,NA
TRINITY_DN208221_c0_g1_i1,357,NA
TRINITY_DN34253_c0_g1_i1,357,NA
TRINITY_DN297529_c0_g1_i1,357,NA
TRINITY_DN81780_c0_g1_i1,357,NA
TRINITY_DN186110_c1_g1_i1,357,30S ribosomal protein S11
TRINITY_DN105458_c0_g1_i1,357,NA
TRINITY_DN303949_c0_g1_i1,357,NA
TRINITY_DN274001_c0_g1_i1,357,Polyphosphate kinase
TRINITY_DN271990_c0_g1_i1,357,NA
TRINITY_DN185917_c0_g1_i1,357,NA
TRINITY_DN215951_c1_g1_i1,357,NA
TRINITY_DN202476_c0_g1_i1,357,Heat shock-related 70 kDa protein 2
TRINITY_DN275031_c0_g1_i1,357,NA
TRINITY_DN196692_c0_g2_i1,357,NA
TRINITY_DN230462_c0_g1_i1,357,NA
TRINITY_DN241431_c0_g1_i1,357,NA
TRINITY_DN234938_c0_g1_i1,357,NA
TRINITY_DN184358_c0_g1_i1,357,NA
TRINITY_DN220286_c0_g1_i1,357,NA
TRINITY_DN37578_c0_g1_i1,357,NA
TRINITY_DN226672_c0_g1_i1,357,NA
TRINITY_DN275947_c0_g1_i1,357,IQ and AAA domain-containing protein 1-like
TRINITY_DN207729_c0_g5_i1,357,NA
TRINITY_DN205804_c0_g3_i1,357,Probable arabinosyltransferase ARAD1
TRINITY_DN217493_c0_g1_i1,357,NA
TRINITY_DN213769_c0_g5_i1,357,NA
TRINITY_DN251881_c0_g1_i1,357,NA
TRINITY_DN167565_c0_g1_i1,357,NA
TRINITY_DN232970_c0_g1_i1,357,NA
TRINITY_DN266861_c0_g1_i1,357,NA
TRINITY_DN258093_c0_g1_i1,357,NA
TRINITY_DN269281_c0_g1_i1,357,NA
TRINITY_DN292859_c0_g1_i1,357,DNA polymerase zeta catalytic subunit
TRINITY_DN245551_c0_g1_i1,357,NA
TRINITY_DN275857_c0_g1_i1,357,NA
TRINITY_DN181295_c0_g1_i1,357,Fructose-bisphosphate aldolase
TRINITY_DN292864_c0_g1_i1,356,NA
TRINITY_DN157414_c0_g1_i1,356,NA
